,sentiment,sp500_open,sp500_high,sp500_low,sp500_close,sp500_avg_close,sp500_avg_volume,sp500_monthly_return,sp500_intra_volatility,sentiment_z,sp500_close_z,sentiment_pct_change,rolling_corr_12m
2014-11,88.8,2018.21,2075.76,2001.01,2067.5601,2044.5721,3347378421.0526,2.4534,3.7356,0.3534,0.3944,2.1864,0.75
2014-12,93.6,2065.78,2093.55,1972.5601,2058.8999,2054.2664,3670173636.3636,-0.4189,6.1337,0.6971,0.3887,5.4054,0.7665
2015-01,98.1,2058.8999,2072.3601,1988.12,1994.99,2028.1785,3866502000.0,-3.1041,4.2372,1.0194,0.347,4.8077,0.6546
2015-02,95.4,1996.67,2119.5901,1980.9,2104.5,2082.1958,3619766315.7895,5.4893,7.0014,0.826,0.4185,-2.7523,0.7224
2015-03,93.0,2105.23,2117.52,2039.6899,2067.8899,2079.9904,3485265909.0909,-1.7396,3.8158,0.6542,0.3946,-2.5157,0.7033
2015-04,95.9,2067.6299,2125.9199,2048.3799,2085.51,2094.8628,3431473333.3333,0.8521,3.7854,0.8618,0.4061,3.1183,0.7582
2015-05,90.7,2087.3799,2134.72,2067.9299,2107.3899,2111.9435,3259386500.0,1.0491,3.2298,0.4895,0.4204,-5.4223,0.6813
2015-06,96.1,2108.6399,2129.8701,2056.3201,2063.1101,2099.2837,3327908181.8182,-2.1012,3.5768,0.8762,0.3915,5.9537,0.6337
2015-07,93.1,2067.0,2132.8201,2044.02,2103.8401,2094.1436,3541845000.0,1.9742,4.3444,0.6613,0.4181,-3.1217,0.4829
2015-08,91.9,2104.49,2112.6599,1867.01,1972.1801,2039.8662,4029847142.8571,-6.2581,13.1574,0.5754,0.3321,-1.2889,0.3373
2015-09,87.2,1970.09,2020.86,1871.91,1920.03,1944.4024,3809017619.0476,-2.6443,7.9571,0.2389,0.298,-5.1143,0.3499
2015-10,90.0,1919.65,2094.3201,1893.7,2079.3601,2024.8127,3902040909.0909,8.2983,10.5941,0.4394,0.4021,3.211,0.2634
2015-11,91.3,2080.76,2116.48,2019.39,2080.4099,2080.6165,3797179500.0,0.0505,4.8079,0.5325,0.4028,1.4444,0.2875
2015-12,92.6,2082.9299,2104.27,1993.26,2043.9399,2054.0796,3802239090.9091,-1.753,5.5693,0.6255,0.3789,1.4239,0.2874
2016-01,92.0,2038.2,2038.2,1812.29,1940.24,1918.5979,4863672105.2632,-5.0735,12.4654,0.5826,0.3112,-0.6479,0.5045
2016-02,91.7,1936.9399,1962.96,1810.1,1932.23,1904.4185,4652478000.0,-0.4128,8.4448,0.5611,0.306,-0.3261,0.4286
2016-03,91.0,1937.09,2072.21,1937.09,2059.74,2021.9541,4210882727.2727,6.5991,6.9754,0.511,0.3893,-0.7634,0.3968
2016-04,89.0,2056.6201,2111.05,2033.8,2065.3,2075.5352,3863094761.9048,0.2699,3.7983,0.3678,0.3929,-2.1978,0.2522
2016-05,94.7,2067.1699,2103.48,2025.91,2096.95,2065.5505,3756361904.7619,1.5325,3.8289,0.7759,0.4136,6.4045,0.3904
2016-06,93.5,2093.9399,2120.55,1991.6801,2098.8601,2083.8914,3947850000.0,0.0911,6.4704,0.69,0.4148,-1.2672,0.4312
2016-07,90.0,2099.3401,2177.0901,2074.02,2173.6001,2148.902,3476512500.0,3.561,4.9696,0.4394,0.4636,-3.7433,0.2141
2016-08,89.8,2173.1499,2193.8101,2147.5801,2170.95,2177.4822,3287404782.6087,-0.1219,2.1527,0.425,0.4619,-0.2222,0.1386
2016-09,91.2,2171.3301,2187.8701,2119.1201,2168.27,2157.691,3667791428.5714,-0.1234,3.2443,0.5253,0.4601,1.559,-0.2286
2016-10,87.2,2164.3301,2169.6001,2114.72,2126.1499,2143.0209,3472168095.2381,-1.9426,2.5951,0.2389,0.4326,-4.386,-0.293
2016-11,93.8,2128.6799,2214.1001,2083.79,2198.8101,2164.9857,4211684761.9048,3.4175,6.2535,0.7115,0.4801,7.5688,-0.1124
2016-12,98.2,2200.1699,2277.53,2187.4399,2238.8301,2246.629,3587835714.2857,1.8201,4.1185,1.0265,0.5062,4.6908,0.2444
2017-01,98.5,2251.5701,2300.99,2245.1299,2278.8701,2275.116,3528821000.0,1.7884,2.4881,1.048,0.5324,0.3055,0.4916
2017-02,96.3,2285.5901,2371.54,2271.6499,2363.6399,2329.9105,3645312631.5789,3.7198,4.3973,0.8905,0.5878,-2.2335,0.6416
2017-03,96.9,2380.1299,2400.98,2322.25,2362.72,2366.8222,3550609130.4348,-0.0389,3.3902,0.9335,0.5872,0.6231,0.6764
2017-04,97.0,2362.3401,2398.1599,2328.95,2384.2,2359.3095,3440518947.3684,0.9091,2.9717,0.9406,0.6012,0.1032,0.6523
2017-05,97.1,2388.5,2418.71,2352.72,2411.8,2395.3459,3623611818.1818,1.1576,2.8048,0.9478,0.6192,0.1031,0.7433
2017-06,95.0,2415.6499,2453.8201,2405.7,2423.4099,2433.9855,3685400454.5455,0.4814,2.0003,0.7974,0.6268,-2.1627,0.748
2017-07,93.4,2431.3899,2484.04,2407.7,2470.3,2454.1025,3167404500.0,1.9349,3.1707,0.6828,0.6574,-1.6842,0.5909
2017-08,96.8,2477.1001,2490.8701,2417.3501,2471.6499,2456.2231,3077604347.8261,0.0546,3.0413,0.9263,0.6583,3.6403,0.5386
2017-09,95.1,2474.4199,2519.4399,2446.55,2519.3601,2492.841,3331206000.0,1.9303,2.9793,0.8046,0.6895,-1.7562,0.3937
2017-10,100.7,2521.2,2582.98,2520.3999,2575.26,2556.9973,3231297727.2727,2.2188,2.4829,1.2056,0.726,5.8885,0.1427
2017-11,98.5,2583.21,2657.74,2557.45,2647.5801,2593.6057,3496045714.2857,2.8083,3.9215,1.048,0.7733,-2.1847,0.06
2017-12,95.9,2645.1001,2694.97,2605.52,2673.6101,2664.3405,3276585000.0,0.9832,3.4331,0.8618,0.7903,-2.6396,0.0832
2018-01,95.7,2683.73,2872.8701,2682.3601,2823.8101,2789.8038,3681842380.9524,5.6179,7.1023,0.8475,0.8884,-0.2086,0.0949
2018-02,99.7,2816.45,2835.96,2532.6899,2713.8301,2705.1552,4207051052.6316,-3.8947,11.9742,1.1339,0.8165,4.1797,0.2373
2018-03,101.4,2715.22,2801.8999,2585.8899,2640.8701,2702.7738,3657328095.2381,-2.6884,8.3534,1.2557,0.7689,1.7051,0.3128
2018-04,98.8,2633.45,2717.49,2553.8,2648.05,2653.6252,3342604761.9048,0.2719,6.4097,1.0695,0.7736,-2.5641,0.3508
2018-05,98.0,2642.96,2742.24,2594.6201,2705.27,2701.4936,3455082727.2727,2.1608,5.6895,1.0122,0.8109,-0.8097,0.3792
2018-06,98.2,2718.7,2791.47,2691.99,2718.3701,2754.3529,3709112380.9524,0.4842,3.6954,1.0265,0.8195,0.2041,0.284
2018-07,97.9,2704.95,2848.03,2698.95,2816.29,2793.6434,3090395238.0952,3.6022,5.5236,1.0051,0.8835,-0.3055,0.002
2018-08,96.2,2821.1699,2916.5,2796.3401,2901.52,2857.8204,3022742173.913,3.0263,4.297,0.8833,0.9391,-1.7365,-0.2774
2018-09,100.1,2896.96,2940.9099,2864.1201,2913.98,2901.5005,3317447894.7368,0.4294,2.6811,1.1626,0.9473,4.0541,-0.4042
2018-10,98.6,2926.29,2939.8601,2603.54,2711.74,2785.4648,3996999130.4348,-6.9403,12.9178,1.0552,0.8152,-1.4985,-0.2829
2018-11,97.5,2717.5801,2815.1499,2631.0901,2760.1699,2723.2314,3839048571.4286,1.7859,6.9956,0.9764,0.8468,-1.1156,-0.284
2018-12,98.3,2790.5,2800.1799,2346.5801,2506.8501,2567.3074,4429588421.0526,-9.1777,19.3303,1.0337,0.6813,0.8205,-0.3397
2019-01,91.2,2476.96,2708.95,2443.96,2704.1001,2607.39,3850470000.0,7.8684,10.8426,0.5253,0.8102,-7.2228,-0.0794
2019-02,93.8,2702.3201,2813.49,2681.8301,2784.49,2754.8642,3717830000.0,2.9729,4.9093,0.7115,0.8627,2.8509,-0.1246
2019-03,98.4,2798.22,2860.3101,2722.27,2834.3999,2803.9838,3769507619.0476,1.7924,5.0708,1.0409,0.8953,4.9041,0.0267
2019-04,97.2,2848.6299,2949.52,2848.6299,2945.8301,2903.8,3337636666.6667,3.9313,3.5417,0.9549,0.9681,-1.2195,0.0847
2019-05,100.0,2952.3301,2954.1299,2750.52,2752.0601,2854.7059,3511397272.7273,-6.5778,7.4026,1.1554,0.8415,2.8807,0.0776
2019-06,98.2,2751.53,2964.1499,2728.8101,2941.76,2890.166,3562531500.0,6.893,8.6243,1.0265,0.9654,-1.8,0.1318
2019-07,98.4,2971.4099,3027.98,2952.22,2980.3799,2996.1136,3209066818.1818,1.3128,2.5662,1.0409,0.9907,0.2037,0.1692
2019-08,89.8,2980.3201,3013.5901,2822.1201,2926.46,2897.4505,3648600909.0909,-1.8092,6.7846,0.425,0.9554,-8.7398,-0.0204
2019-09,93.2,2909.01,3021.99,2891.8501,2976.74,2982.156,3708949000.0,1.7181,4.5002,0.6685,0.9883,3.7862,-0.1884
2019-10,95.5,2983.6899,3050.1001,2855.9399,3037.5601,2977.6752,3379158260.8696,2.0432,6.7985,0.8332,1.028,2.4678,-0.1486
2019-11,96.8,3050.72,3154.26,3050.72,3140.98,3104.9045,3620531000.0,3.4047,3.394,0.9263,1.0956,1.3613,-0.0663
2019-12,99.3,3143.8501,3247.9299,3070.3301,3230.78,3176.7495,3444073333.3333,2.859,5.7844,1.1053,1.1542,2.5826,0.2898
2020-01,99.8,3244.6699,3337.77,3214.6399,3225.52,3278.2029,3680380000.0,-0.1628,3.8303,1.1411,1.1508,0.5035,0.2319
2020-02,101.0,3235.6599,3393.52,2855.8401,2954.22,3277.3142,4444031052.6316,-8.411,18.8274,1.227,0.9736,1.2024,0.0882
2020-03,89.1,2974.28,3136.72,2191.8601,2584.5901,2652.3936,7372062727.2727,-12.5119,43.1077,0.3749,0.7321,-11.7822,0.4814
2020-04,71.8,2498.0801,2954.8601,2447.49,2912.4299,2761.9752,5886102857.1429,12.6844,20.7302,-0.8639,0.9463,-19.4164,0.3226
2020-05,72.3,2869.0901,3068.6699,2766.6399,3044.3101,2919.6085,5356759500.0,4.5282,10.9169,-0.8281,1.0324,0.6964,0.2957
2020-06,78.1,3038.78,3233.1299,2965.6599,3100.29,3104.6609,5975403636.3636,1.8388,9.0189,-0.4128,1.069,8.0221,0.2353
2020-07,72.5,3105.9199,3279.99,3101.1699,3271.1201,3207.6191,4405824090.9091,5.5101,5.7662,-0.8138,1.1806,-7.1703,0.0383
2020-08,74.1,3288.26,3514.77,3284.53,3500.3101,3391.71,3926977142.8571,7.0065,7.0098,-0.6992,1.3303,2.2069,-0.1581
2020-09,80.4,3507.4399,3588.1101,3209.45,3363.0,3365.5167,4395751428.5714,-3.9228,11.7983,-0.2481,1.2406,8.502,-0.1759
2020-10,81.8,3385.8701,3549.8501,3233.9399,3269.96,3418.7,4088135454.5455,-2.7666,9.7686,-0.1478,1.1798,1.7413,-0.1676
2020-11,76.9,3296.2,3645.99,3279.74,3621.6299,3548.9925,5062359000.0,10.7546,11.167,-0.4987,1.4095,-5.9902,-0.2407
2020-12,80.7,3645.8701,3760.2,3633.3999,3756.0701,3695.31,4380712727.2727,3.7121,3.4898,-0.2266,1.4974,4.9415,-0.2724
2021-01,79.0,3764.6101,3870.8999,3662.71,3714.24,3793.7484,5585147368.4211,-1.1137,5.684,-0.3483,1.47,-2.1066,-0.3206
2021-02,76.8,3731.1699,3950.4299,3725.6201,3811.1499,3883.4321,5214858947.3684,2.6091,6.0342,-0.5058,1.5333,-2.7848,-0.1924
2021-03,84.9,3842.51,3994.4099,3723.3401,3972.8899,3910.5083,5320484782.6087,4.2439,7.2803,0.0742,1.639,10.5469,0.618
2021-04,88.3,3992.78,4218.7798,3992.78,4181.1699,4141.1762,3958290000.0,5.2425,5.6602,0.3176,1.7751,4.0047,0.6844
2021-05,82.9,4191.98,4238.04,4056.8799,4204.1099,4167.8495,4416093000.0,0.5486,4.4655,-0.069,1.79,-6.1155,0.6285
2021-06,85.5,4216.52,4302.4302,4164.3999,4297.5,4238.4895,4661099090.9091,2.2214,3.3145,0.1171,1.8511,3.1363,0.7076
2021-07,81.2,4300.73,4429.9702,4233.1299,4395.2598,4363.7128,4012172380.9524,2.2748,4.65,-0.1908,1.9149,-5.0292,0.5646
2021-08,70.3,4406.8599,4537.3599,4367.73,4522.6802,4453.9659,3659125454.5455,2.899,3.8837,-0.9713,1.9982,-13.4236,-0.0013
2021-09,72.8,4528.7998,4545.8501,4305.9102,4307.54,4445.5433,4072802857.1429,-4.7569,5.5723,-0.7923,1.8576,3.5562,-0.122
2021-10,71.7,4317.1602,4608.0801,4278.9399,4605.3799,4460.7071,3821600000.0,6.9144,7.6921,-0.871,2.0522,-1.511,-0.2528
2021-11,67.4,4610.6201,4743.8301,4560.0,4567.0,4667.3866,4203278095.2381,-0.8334,4.0314,-1.1789,2.0271,-5.9972,-0.4769
2021-12,70.6,4602.8198,4808.9302,4495.1201,4766.1802,4674.7728,4215917272.7273,4.3613,6.9811,-0.9498,2.1572,4.7478,-0.5521
2022-01,67.2,4778.1401,4818.6201,4222.6201,4515.5498,4573.8155,4778144500.0,-5.2585,14.1145,-1.1933,1.9935,-4.8159,-0.6371
2022-02,62.8,4519.5698,4595.3101,4114.6499,4373.9399,4435.9805,4877247894.7368,-3.136,11.6817,-1.5083,1.901,-6.5476,-0.6957
2022-03,59.4,4363.1401,4637.2998,4157.8701,4530.4102,4391.2653,5371576521.7391,3.5773,11.5307,-1.7518,2.0032,-5.414,-0.6425
2022-04,65.2,4540.3198,4593.4502,4124.2798,4131.9302,4391.296,4518392000.0,-8.7957,11.3758,-1.3365,1.7429,9.7643,-0.3131
2022-05,58.4,4130.6099,4307.6602,3810.3201,4132.1499,4040.36,5183828095.2381,0.0053,13.0524,-1.8234,1.743,-10.4294,0.0806
2022-06,50.0,4149.7798,4177.5098,3636.8701,3785.3799,3898.9467,5053176666.6667,-8.392,14.8655,-2.4249,1.5165,-14.3836,0.6102
2022-07,51.5,3781.0,4140.1499,3721.5601,4130.29,3911.7295,4084416000.0,9.1116,11.2477,-2.3175,1.7418,3.0,0.7485
2022-08,58.2,4112.3799,4325.2798,3954.53,3955.0,4158.5631,4010971739.1304,-4.244,9.3753,-1.8377,1.6273,13.0097,0.744
2022-09,58.6,3936.73,4119.2798,3584.1299,3585.6201,3850.5205,4487667619.0476,-9.3396,14.9311,-1.8091,1.386,0.6873,0.7427
2022-10,59.9,3609.78,3905.4199,3491.5801,3871.98,3726.051,4563036190.4762,7.9863,11.8525,-1.716,1.5731,2.2184,0.695
2022-11,56.7,3901.79,4080.1101,3698.1499,4080.1101,3917.4886,4412948095.2381,5.3753,10.3284,-1.9451,1.709,-5.3422,0.6584
2022-12,59.8,4087.1399,4100.96,3764.49,3839.5,3912.381,4059491904.7619,-5.8971,8.938,-1.7232,1.5519,5.4674,0.4667
2023-01,64.9,3853.29,4094.21,3794.3301,4076.6001,3960.6565,4038190500.0,6.1753,7.9034,-1.358,1.7068,8.5284,0.2815
2023-02,66.9,4070.0701,4195.4399,3943.0801,3970.1499,4079.6847,4231172631.5789,-2.6112,6.4001,-1.2148,1.6372,3.0817,0.1442
2023-03,62.0,3963.3401,4110.75,3808.8601,4109.3101,3968.5591,4917165217.3913,3.5052,7.926,-1.5656,1.7281,-7.3244,0.2179
2023-04,63.7,4102.2002,4170.0601,4049.3501,4169.48,4121.4674,3729540000.0,1.4642,2.981,-1.4439,1.7674,2.7419,0.2122
2023-05,59.0,4166.79,4231.1001,4048.28,4179.8301,4146.1732,3872274545.4545,0.2482,4.516,-1.7804,1.7742,-7.3783,0.2156
2023-06,64.2,4183.0298,4458.48,4171.6401,4450.3799,4345.3728,4189673333.3333,6.4727,6.8759,-1.4081,1.9509,8.8136,0.1888
2023-07,71.5,4450.48,4607.0698,4385.0498,4588.96,4508.0755,3753160000.0,3.1139,5.0631,-0.8854,2.0414,11.3707,0.6401
2023-08,69.4,4578.8301,4584.6201,4335.3101,4507.6602,4457.3587,3775687826.087,-1.7716,5.7507,-1.0357,1.9883,-2.9371,0.6999
2023-09,67.8,4530.6001,4541.25,4238.6299,4288.0498,4409.095,3674149000.0,-4.8719,7.1396,-1.1503,1.8449,-2.3055,0.6794
2023-10,63.8,4284.52,4393.5698,4103.7798,4193.7998,4269.4009,3796339090.9091,-2.198,7.0615,-1.4367,1.7833,-5.8997,0.6469
2023-11,61.3,4201.27,4587.6401,4197.7402,4567.7998,4460.0633,3855741428.5714,8.9179,9.2883,-1.6157,2.0276,-3.9185,0.468
2023-12,69.7,4559.4302,4793.2998,4546.5,4769.8301,4685.0515,4076533500.0,4.4229,5.4283,-1.0143,2.1596,13.7031,0.4628
2024-01,79.0,4745.2002,4931.0898,4682.1099,4845.6499,4804.4915,3892280000.0,1.5896,5.3177,-0.3483,2.2091,13.3429,0.6583
2024-02,76.9,4861.1099,5111.0601,4853.52,5096.27,5011.9614,4103346500.0,5.1721,5.3063,-0.4987,2.3728,-2.6582,0.8217
2024-03,79.4,5098.5098,5264.8501,5056.8198,5254.3501,5170.5725,4314975500.0,3.1019,4.1139,-0.3197,2.4761,3.251,0.8562
2024-04,77.2,5257.9702,5263.9502,4953.5601,5035.6899,5112.4927,3715780454.5455,-4.1615,6.266,-0.4772,2.3333,-2.7708,0.8671
2024-05,69.1,5029.0298,5341.8799,5011.0498,5277.5098,5235.2255,3947714545.4545,4.8021,6.602,-1.0572,2.4912,-10.4922,0.6997
2024-06,68.2,5297.1499,5523.6401,5234.3198,5460.48,5415.1405,4001348421.0526,3.467,5.5274,-1.1217,2.6108,-1.3025,0.5038
2024-07,66.4,5471.0801,5669.6699,5390.9502,5522.2998,5538.0046,3643654090.9091,1.1321,5.1701,-1.2506,2.6511,-2.6393,0.3541
2024-08,67.9,5537.8398,5651.6201,5119.2598,5648.3999,5478.2146,3686240909.0909,2.2835,10.3992,-1.1431,2.7335,2.259,0.253
2024-09,70.1,5623.8901,5767.3701,5402.6201,5762.48,5621.2604,3978241500.0,2.0197,6.7514,-0.9856,2.808,3.2401,0.1765
2024-10,70.5,5757.73,5878.46,5674.0,5705.4502,5792.3195,3583149130.4348,-0.9897,3.6035,-0.957,2.7708,0.5706,-0.0828
2024-11,71.8,5723.2202,6044.1699,5696.5098,6032.3799,5929.916,4205099000.0,5.7301,6.103,-0.8639,2.9844,1.844,-0.4883
2024-12,74.0,6040.1099,6099.9702,5832.2998,5881.6299,6010.9086,4098328571.4286,-2.499,4.5894,-0.7063,2.8859,3.0641,-0.5764
2025-01,71.7,5903.2598,6128.1802,5773.3101,6040.5298,5979.5155,4431969000.0,2.7016,6.1467,-0.871,2.9897,-3.1081,-0.4112
2025-02,64.7,5969.6499,6147.4302,5837.6602,5954.5,6038.69,4858789473.6842,-1.4242,5.3064,-1.3723,2.9335,-9.7629,-0.3944
2025-03,57.0,5968.3301,5986.0898,5488.73,5611.8501,5683.9834,5304155714.2857,-5.7545,9.0615,-1.9237,2.7096,-11.9011,-0.1149
2025-04,52.2,5597.5298,5695.3101,4835.04,5569.0601,5369.4957,5663637142.8571,-0.7625,17.7924,-2.2674,2.6817,-8.4211,0.3476
2025-05,52.2,5625.1401,5968.6099,5578.6401,5911.6899,5810.9195,5016488571.4286,6.1524,6.9904,-2.2674,2.9055,0.0,0.27
2025-06,60.7,5896.6802,6215.0801,5861.4302,6204.9502,6029.9515,5322815000.0,4.9607,6.0335,-1.6587,3.0971,16.2835,0.1999
2025-07,61.7,6187.25,6427.02,6177.9702,6339.3901,6296.4982,5182040454.5455,2.1667,4.0313,-1.5871,3.1849,1.6474,0.1333
2025-08,58.2,6287.2798,6508.23,6212.6899,6460.2598,6408.9495,4731049047.619,1.9066,4.757,-1.8377,3.2639,-5.6726,0.0235
2025-09,55.1,6401.5098,6699.52,6360.5801,6688.46,6584.0181,5432124285.7143,3.5324,5.3288,-2.0597,3.4129,-5.3265,-0.1132
2025-10,53.6,6664.9199,6920.3398,6550.7798,6840.2002,6735.6917,5637463478.2609,2.2687,5.6415,-2.1671,3.5121,-2.7223,-0.1844
2025-11,51.0,6882.3198,6882.3198,6521.9199,6849.0898,6740.8858,5309482631.5789,0.13,5.526,-2.3533,3.5179,-4.8507,-0.3004
2025-12,52.9,6812.2998,6945.77,6720.4302,6845.5,6853.0255,4542222272.7273,-0.0524,3.3531,-2.2172,3.5155,3.7255,-0.2821
2026-01,56.4,6878.1099,7002.2798,6789.0498,6939.0298,6929.122,5422830000.0,1.3663,3.1408,-1.9666,3.5766,6.6163,-0.2249
2026-02,56.6,6916.6401,6993.48,6775.5,6878.8799,6893.8063,5983450526.3158,-0.8668,3.2172,-1.9523,3.5373,0.3546,-0.0643
2026-03,53.3,6824.3599,6901.0098,6316.9102,6528.52,6654.4191,5868390909.0909,-5.0933,9.2466,-2.1886,3.3085,-5.8304,-0.0034
2026-04,49.8,6556.5601,7219.8301,6474.9399,7209.0098,6957.0076,5031173809.5238,10.4233,11.5042,-2.4392,3.753,-6.5666,-0.4401
2026-05,44.8,7234.54,7599.3799,7174.1201,7580.0601,7412.5515,5627789000.0,5.147,5.9277,-2.7973,3.9954,-10.0402,-0.883
